date,food_item,food_category,quantity_prepared,quantity_sold,quantity_wasted,day_of_week,is_weekend,weather,temperature,special_event,customer_count,month,unit_cost,total_cost,waste_cost
2024-12-18,Ice Cream,desserts,30.9,22.26,8.11,Wednesday,0,rainy,23.2,none,164,12,3.43,106.03,27.82
2024-12-18,Onion Rings,sides,51.54,43.02,7.67,Wednesday,0,rainy,23.2,none,164,12,5.87,302.67,45.07
2024-12-18,Tomato Soup,soups,20.1,14.34,5.2,Wednesday,0,rainy,23.2,none,164,12,10.08,202.5,52.37
2024-12-19,Grilled Chicken,mains,42.09,34.25,8.14,Thursday,0,stormy,10.6,none,96,12,6.36,267.81,51.76
2024-12-19,Paneer,mains,45.29,32.44,11.88,Thursday,0,stormy,10.6,none,96,12,10.35,468.66,122.95
2024-12-19,Pasta ,mains,47.68,35.09,11.87,Thursday,0,stormy,10.6,none,96,12,14.38,685.75,170.7
2024-12-19,Margherita Pizza,mains,35.43,24.78,10.75,Thursday,0,stormy,10.6,none,96,12,11.45,405.64,123.08
2024-12-19,Chocolate Cake,desserts,16.77,13.79,2.85,Thursday,0,stormy,10.6,none,96,12,13.26,222.43,37.77
2024-12-19,Cake,desserts,13.95,10.49,3.41,Thursday,0,stormy,10.6,none,96,12,9.96,138.95,33.99
2024-12-19,French Fries,sides,24.9,19.85,4.58,Thursday,0,stormy,10.6,none,96,12,13.48,335.51,61.7
2024-12-19,Garlic Bread,sides,28.6,23.69,4.53,Thursday,0,stormy,10.6,none,96,12,5.13,146.8,23.23
2024-12-19,Corn Soup,soups,11.12,9.86,1.23,Thursday,0,stormy,10.6,none,96,12,6.2,68.96,7.61
2024-12-19,Burger,mains,46.7,30.96,17.18,Thursday,0,stormy,10.6,none,96,12,14.81,691.76,254.45
2024-12-19,Fish,mains,36.25,29.34,6.61,Thursday,0,stormy,10.6,none,96,12,4.33,156.81,28.58
2024-12-19,Salad,salads,16.48,13.71,2.83,Thursday,0,stormy,10.6,none,96,12,9.02,148.63,25.49
2024-12-19,Ice Cream,desserts,19.31,14.37,4.88,Thursday,0,stormy,10.6,none,96,12,9.16,176.8,44.64
2024-12-19,Onion Rings,sides,21.76,18.32,3.3,Thursday,0,stormy,10.6,none,96,12,7.52,163.7,24.86
2024-12-19,Tomato Soup,soups,10.11,9.61,0.49,Thursday,0,stormy,10.6,none,96,12,8.89,89.88,4.34
2024-12-20,Grilled Chicken,mains,67.64,54.62,13.29,Friday,0,rainy,17.0,none,177,12,13.1,885.91,174.11
2024-12-20,Paneer,mains,63.3,43.28,19.85,Friday,0,rainy,17.0,none,177,12,4.35,275.52,86.41
2024-12-20,Pasta ,mains,62.84,43.53,20.84,Friday,0,rainy,17.0,none,177,12,10.35,650.13,215.61
2024-12-20,Margherita Pizza,mains,81.09,58.83,20.94,Friday,0,rainy,17.0,none,177,12,10.95,888.03,229.31
2024-12-20,Chocolate Cake,desserts,36.73,25.95,11.54,Friday,0,rainy,17.0,none,177,12,4.68,172.01,54.04
2024-12-20,Cake,desserts,33.15,23.69,8.59,Friday,0,rainy,17.0,none,177,12,7.26,240.67,62.35
2024-12-20,French Fries,sides,50.57,37.49,11.78,Friday,0,rainy,17.0,none,177,12,13.02,658.49,153.36
2024-12-20,Garlic Bread,sides,38.63,27.04,12.54,Friday,0,rainy,17.0,none,177,12,7.65,295.57,95.94
2024-12-20,Corn Soup,soups,22.54,19.05,3.22,Friday,0,rainy,17.0,none,177,12,13.25,298.68,42.7
2024-12-20,Burger,mains,85.68,69.22,15.4,Friday,0,rainy,17.0,none,177,12,7.34,629.22,113.09
2024-12-20,Fish,mains,80.49,64.66,15.81,Friday,0,rainy,17.0,none,177,12,6.77,544.85,107.0
2024-12-20,Salad,salads,29.78,23.51,6.31,Friday,0,rainy,17.0,none,177,12,4.26,126.91,26.9
2024-12-20,Ice Cream,desserts,36.61,25.77,10.15,Friday,0,rainy,17.0,none,177,12,12.1,442.91,122.75
2024-12-20,Onion Rings,sides,44.94,33.39,11.63,Friday,0,rainy,17.0,none,177,12,7.32,329.07,85.17
2024-12-20,Tomato Soup,soups,17.63,14.65,3.17,Friday,0,rainy,17.0,none,177,12,10.95,193.0,34.65
2024-12-21,Grilled Chicken,mains,138.9,108.61,30.98,Saturday,1,rainy,12.6,none,277,12,8.98,1246.75,278.03
2024-12-21,Paneer,mains,139.8,91.63,50.13,Saturday,1,rainy,12.6,none,277,12,9.42,1316.63,472.16
2024-12-21,Pasta ,mains,115.51,94.54,22.45,Saturday,1,rainy,12.6,none,277,12,11.72,1354.1,263.19
2024-12-21,Margherita Pizza,mains,122.02,90.23,29.87,Saturday,1,rainy,12.6,none,277,12,5.71,696.91,170.57
2024-12-21,Chocolate Cake,desserts,68.09,52.45,16.75,Saturday,1,rainy,12.6,none,277,12,7.87,535.93,131.84
2024-12-21,Cake,desserts,56.31,46.72,9.0,Saturday,1,rainy,12.6,none,277,12,14.0,788.03,125.98
2024-12-21,French Fries,sides,74.73,51.75,24.68,Saturday,1,rainy,12.6,none,277,12,7.68,574.01,189.59
2024-12-21,Garlic Bread,sides,52.54,43.99,9.26,Saturday,1,rainy,12.6,none,277,12,11.1,583.2,102.79
2024-12-21,Corn Soup,soups,32.22,21.74,11.05,Saturday,1,rainy,12.6,none,277,12,4.25,136.8,46.91
2024-12-21,Burger,mains,92.59,63.43,31.14,Saturday,1,rainy,12.6,none,277,12,5.41,501.18,168.55
2024-12-21,Fish,mains,108.34,91.17,18.28,Saturday,1,rainy,12.6,none,277,12,10.38,1124.51,189.76
2024-12-21,Salad,salads,45.44,35.55,9.83,Saturday,1,rainy,12.6,none,277,12,12.33,560.44,121.22
2024-12-21,Ice Cream,desserts,58.94,44.8,15.12,Saturday,1,rainy,12.6,none,277,12,11.28,664.69,170.51
2024-12-21,Onion Rings,sides,54.77,40.32,13.49,Saturday,1,rainy,12.6,none,277,12,11.85,649.0,159.8
2024-12-21,Tomato Soup,soups,24.05,16.25,7.62,Saturday,1,rainy,12.6,none,277,12,14.87,357.51,113.23
2024-12-22,Grilled Chicken,mains,76.11,58.81,18.63,Sunday,1,rainy,12.2,none,208,12,4.15,315.7,77.3
2024-12-22,Paneer,mains,86.62,56.8,32.12,Sunday,1,rainy,12.2,none,208,12,7.41,642.14,238.13
2024-12-22,Pasta ,mains,71.46,48.52,23.88,Sunday,1,rainy,12.2,none,208,12,5.07,362.42,121.09
2024-12-22,Margherita Pizza,mains,67.7,54.67,13.76,Sunday,1,rainy,12.2,none,208,12,14.81,1002.84,203.86
2024-12-22,Chocolate Cake,desserts,37.82,27.28,10.96,Sunday,1,rainy,12.2,none,208,12,12.0,453.83,131.53
2024-12-22,Cake,desserts,41.74,29.56,11.1,Sunday,1,rainy,12.2,none,208,12,9.76,407.44,108.32
2024-12-22,French Fries,sides,45.1,35.52,10.26,Sunday,1,rainy,12.2,none,208,12,10.43,470.61,107.07
2024-12-22,Garlic Bread,sides,62.9,42.86,21.45,Sunday,1,rainy,12.2,none,208,12,6.51,409.68,139.73
2024-12-22,Corn Soup,soups,24.06,18.2,5.73,Sunday,1,rainy,12.2,none,208,12,3.93,94.52,22.51
2024-12-22,Burger,mains,80.81,65.56,14.65,Sunday,1,rainy,12.2,none,208,12,12.14,981.24,177.87
2024-12-22,Fish,mains,96.41,78.85,18.67,Sunday,1,rainy,12.2,none,208,12,12.27,1182.71,229.04
2024-12-22,Salad,salads,39.96,27.51,12.5,Sunday,1,rainy,12.2,none,208,12,13.08,522.58,163.42
2024-12-22,Ice Cream,desserts,50.58,35.96,15.71,Sunday,1,rainy,12.2,none,208,12,10.73,542.95,168.66
2024-12-22,Onion Rings,sides,66.51,54.26,12.24,Sunday,1,rainy,12.2,none,208,12,8.65,575.27,105.84
2024-12-22,Tomato Soup,soups,18.17,12.15,5.65,Sunday,1,rainy,12.2,none,208,12,7.41,134.72,41.9
2024-12-23,Grilled Chicken,mains,59.62,39.86,19.71,Monday,0,sunny,19.7,none,173,12,13.3,792.79,262.14
2024-12-23,Paneer,mains,72.31,58.77,13.52,Monday,0,sunny,19.7,none,173,12,5.88,425.16,79.49
2024-12-23,Pasta ,mains,85.89,69.79,14.59,Monday,0,sunny,19.7,none,173,12,8.18,702.52,119.31
2024-12-23,Margherita Pizza,mains,54.6,41.78,13.35,Monday,0,sunny,19.7,none,173,12,6.83,372.94,91.15
2024-12-23,Chocolate Cake,desserts,31.99,23.26,9.55,Monday,0,sunny,19.7,none,173,12,9.08,290.56,86.7
2024-12-23,Cake,desserts,31.95,20.87,11.82,Monday,0,sunny,19.7,none,173,12,8.42,269.05,99.54
2024-12-23,French Fries,sides,35.8,25.23,9.89,Monday,0,sunny,19.7,none,173,12,13.59,486.46,134.37
2024-12-23,Garlic Bread,sides,51.52,35.64,14.82,Monday,0,sunny,19.7,none,173,12,4.26,219.34,63.08
2024-12-23,Corn Soup,soups,15.06,10.17,5.2,Monday,0,sunny,19.7,none,173,12,9.89,148.89,51.38
2024-12-23,Burger,mains,59.81,47.91,12.33,Monday,0,sunny,19.7,none,173,12,7.09,423.77,87.35
2024-12-23,Fish,mains,74.46,52.29,22.79,Monday,0,sunny,19.7,none,173,12,13.77,1025.49,313.88
2024-12-23,Salad,salads,25.08,22.21,2.81,Monday,0,sunny,19.7,none,173,12,6.37,159.85,17.92
2024-12-23,Ice Cream,desserts,35.81,27.08,8.67,Monday,0,sunny,19.7,none,173,12,10.11,361.86,87.65
2024-12-23,Onion Rings,sides,43.05,32.58,10.24,Monday,0,sunny,19.7,none,173,12,4.6,198.19,47.14
2024-12-23,Tomato Soup,soups,19.52,14.7,5.14,Monday,0,sunny,19.7,none,173,12,7.55,147.32,38.77
2024-12-24,Grilled Chicken,mains,33.85,27.15,6.8,Tuesday,0,stormy,9.8,none,89,12,7.62,257.82,51.81
2024-12-24,Paneer,mains,38.44,32.16,6.13,Tuesday,0,stormy,9.8,none,89,12,12.0,461.4,73.6
2024-12-24,Pasta ,mains,27.1,18.59,8.93,Tuesday,0,stormy,9.8,none,89,12,11.2,303.56,100.03
2024-12-24,Margherita Pizza,mains,30.61,23.51,7.33,Tuesday,0,stormy,9.8,none,89,12,13.82,423.2,101.35
2024-12-24,Chocolate Cake,desserts,15.76,11.8,3.92,Tuesday,0,stormy,9.8,none,89,12,6.88,108.37,26.97
2024-12-24,Cake,desserts,18.37,12.47,5.41,Tuesday,0,stormy,9.8,none,89,12,8.45,155.2,45.7
2024-12-24,French Fries,sides,20.18,15.37,4.38,Tuesday,0,stormy,9.8,none,89,12,6.74,135.93,29.53
2024-12-24,Garlic Bread,sides,24.67,16.66,7.87,Tuesday,0,stormy,9.8,none,89,12,14.32,353.16,112.64
2024-12-24,Corn Soup,soups,10.71,9.69,1.05,Tuesday,0,stormy,9.8,none,89,12,11.37,121.79,11.91
2024-12-24,Burger,mains,45.24,36.86,8.07,Tuesday,0,stormy,9.8,none,89,12,3.32,150.4,26.82
2024-12-24,Fish,mains,34.96,28.6,6.48,Tuesday,0,stormy,9.8,none,89,12,6.97,243.58,45.16
2024-12-24,Salad,salads,15.87,11.13,4.99,Tuesday,0,stormy,9.8,none,89,12,11.01,174.79,54.95
2024-12-24,Ice Cream,desserts,21.07,16.54,4.65,Tuesday,0,stormy,9.8,none,89,12,9.65,203.39,44.86
2024-12-24,Onion Rings,sides,21.34,16.08,5.23,Tuesday,0,stormy,9.8,none,89,12,5.4,115.23,28.26
2024-12-24,Tomato Soup,soups,10.26,8.96,1.3,Tuesday,0,stormy,9.8,none,89,12,12.95,132.84,16.77
2024-12-25,Grilled Chicken,mains,83.43,57.88,23.28,Wednesday,0,sunny,32.9,none,233,12,14.32,1194.46,333.36
2024-12-25,Paneer,mains,89.83,73.59,15.98,Wednesday,0,sunny,32.9,none,233,12,10.17,913.87,162.56
2024-12-25,Pasta ,mains,69.95,54.72,16.49,Wednesday,0,sunny,32.9,none,233,12,8.5,594.59,140.2
2024-12-25,Margherita Pizza,mains,106.39,80.97,27.81,Wednesday,0,sunny,32.9,none,233,12,5.98,636.23,166.32
2024-12-25,Chocolate Cake,desserts,45.75,33.81,12.0,Wednesday,0,sunny,32.9,none,233,12,6.63,303.11,79.5
2024-12-25,Cake,desserts,50.15,40.77,8.66,Wednesday,0,sunny,32.9,none,233,12,6.04,302.75,52.27
2024-12-25,French Fries,sides,41.05,26.71,13.27,Wednesday,0,sunny,32.9,none,233,12,3.1,127.31,41.17
2024-12-25,Garlic Bread,sides,63.51,49.75,13.69,Wednesday,0,sunny,32.9,none,233,12,7.17,455.26,98.16
2024-12-25,Corn Soup,soups,26.33,17.51,8.05,Wednesday,0,sunny,32.9,none,233,12,6.11,160.76,49.16
2024-12-25,Burger,mains,75.41,63.63,10.81,Wednesday,0,sunny,32.9,none,233,12,7.93,598.15,85.71
2024-12-25,Fish,mains,109.66,74.62,34.34,Wednesday,0,sunny,32.9,none,233,12,7.59,831.86,260.52
2024-12-25,Salad,salads,35.03,29.91,5.05,Wednesday,0,sunny,32.9,none,233,12,13.14,460.38,66.36
2024-12-25,Ice Cream,desserts,42.25,29.49,12.86,Wednesday,0,sunny,32.9,none,233,12,12.45,526.06,160.08
2024-12-25,Onion Rings,sides,50.29,39.24,10.7,Wednesday,0,sunny,32.9,none,233,12,8.27,415.79,88.46
2024-12-25,Tomato Soup,soups,19.05,12.56,6.84,Wednesday,0,sunny,32.9,none,233,12,6.23,118.77,42.66
2024-12-26,Grilled Chicken,mains,76.41,54.33,21.88,Thursday,0,rainy,27.5,none,186,12,9.68,739.64,211.77
2024-12-26,Paneer,mains,93.42,73.14,22.23,Thursday,0,rainy,27.5,none,186,12,7.13,666.16,158.52
2024-12-26,Pasta ,mains,71.58,57.39,13.87,Thursday,0,rainy,27.5,none,186,12,14.29,1022.78,198.2
2024-12-26,Margherita Pizza,mains,91.36,66.02,27.7,Thursday,0,rainy,27.5,none,186,12,5.87,536.34,162.61
2024-12-26,Chocolate Cake,desserts,37.1,25.3,10.73,Thursday,0,rainy,27.5,none,186,12,6.68,247.78,71.67
2024-12-26,Cake,desserts,28.86,19.42,8.59,Thursday,0,rainy,27.5,none,186,12,7.62,219.89,65.46
2024-12-26,French Fries,sides,52.61,37.62,14.05,Thursday,0,rainy,27.5,none,186,12,6.72,353.71,94.44
2024-12-26,Garlic Bread,sides,34.49,24.37,9.26,Thursday,0,rainy,27.5,none,186,12,10.54,363.42,97.6
2024-12-26,Corn Soup,soups,18.12,14.68,3.66,Thursday,0,rainy,27.5,none,186,12,6.18,112.0,22.59
2024-12-26,Burger,mains,64.87,44.82,21.0,Thursday,0,rainy,27.5,none,186,12,9.78,634.58,205.42
2024-12-26,Fish,mains,89.9,61.58,30.48,Thursday,0,rainy,27.5,none,186,12,4.9,440.59,149.4
2024-12-26,Salad,salads,27.64,18.09,9.59,Thursday,0,rainy,27.5,none,186,12,10.98,303.41,105.29
2024-12-26,Ice Cream,desserts,47.97,32.1,14.55,Thursday,0,rainy,27.5,none,186,12,7.34,352.2,106.86
2024-12-26,Onion Rings,sides,52.39,44.16,7.69,Thursday,0,rainy,27.5,none,186,12,4.24,222.32,32.64
2024-12-26,Tomato Soup,soups,15.73,10.64,4.73,Thursday,0,rainy,27.5,none,186,12,5.67,89.13,26.79
2024-12-27,Grilled Chicken,mains,72.77,51.41,23.26,Friday,0,cloudy,15.8,none,223,12,12.28,893.62,285.69
2024-12-27,Paneer,mains,96.03,72.38,24.39,Friday,0,cloudy,15.8,none,223,12,6.98,669.83,170.15
2024-12-27,Pasta ,mains,82.78,61.65,19.63,Friday,0,cloudy,15.8,none,223,12,3.96,328.13,77.82
2024-12-27,Margherita Pizza,mains,94.49,63.86,28.23,Friday,0,cloudy,15.8,none,223,12,4.35,410.86,122.74
2024-12-27,Chocolate Cake,desserts,46.58,37.72,9.54,Friday,0,cloudy,15.8,none,223,12,5.22,243.04,49.77
2024-12-27,Cake,desserts,46.07,37.99,8.65,Friday,0,cloudy,15.8,none,223,12,14.3,658.56,123.6
2024-12-27,French Fries,sides,51.47,37.42,14.32,Friday,0,cloudy,15.8,none,223,12,12.24,629.77,175.25
2024-12-27,Garlic Bread,sides,58.31,49.24,9.47,Friday,0,cloudy,15.8,none,223,12,14.6,851.42,138.27
2024-12-27,Corn Soup,soups,16.54,11.99,4.57,Friday,0,cloudy,15.8,none,223,12,8.66,143.24,39.54
2024-12-27,Burger,mains,106.34,78.73,29.14,Friday,0,cloudy,15.8,none,223,12,12.03,1278.89,350.48
2024-12-27,Fish,mains,109.31,89.34,18.85,Friday,0,cloudy,15.8,none,223,12,13.73,1500.82,258.81
2024-12-27,Salad,salads,28.36,22.06,6.81,Friday,0,cloudy,15.8,none,223,12,9.39,266.17,63.95
2024-12-27,Ice Cream,desserts,57.43,39.97,18.29,Friday,0,cloudy,15.8,none,223,12,11.66,669.45,213.18
2024-12-27,Onion Rings,sides,44.25,36.15,8.84,Friday,0,cloudy,15.8,none,223,12,9.4,415.79,83.02
2024-12-27,Tomato Soup,soups,23.88,17.1,6.13,Friday,0,cloudy,15.8,none,223,12,3.35,79.89,20.5
2024-12-28,Grilled Chicken,mains,53.69,40.94,13.28,Saturday,1,stormy,12.9,none,167,12,14.45,775.93,191.86
2024-12-28,Paneer,mains,56.39,43.99,11.29,Saturday,1,stormy,12.9,none,167,12,10.24,577.41,115.6
2024-12-28,Pasta ,mains,57.71,47.94,10.27,Saturday,1,stormy,12.9,none,167,12,10.4,600.11,106.79
2024-12-28,Margherita Pizza,mains,66.23,46.97,20.0,Saturday,1,stormy,12.9,none,167,12,5.66,374.61,113.11
2024-12-28,Chocolate Cake,desserts,26.46,19.28,6.76,Saturday,1,stormy,12.9,none,167,12,8.6,227.69,58.17
2024-12-28,Cake,desserts,38.13,28.31,10.71,Saturday,1,stormy,12.9,none,167,12,13.55,516.6,145.15
2024-12-28,French Fries,sides,30.99,23.49,7.08,Saturday,1,stormy,12.9,none,167,12,13.32,412.74,94.23
2024-12-28,Garlic Bread,sides,36.45,30.34,5.74,Saturday,1,stormy,12.9,none,167,12,10.66,388.53,61.21
2024-12-28,Corn Soup,soups,15.91,14.84,1.15,Saturday,1,stormy,12.9,none,167,12,3.29,52.33,3.77
2024-12-28,Burger,mains,85.45,66.04,20.5,Saturday,1,stormy,12.9,none,167,12,3.15,269.54,64.67
2024-12-28,Fish,mains,72.55,60.03,11.93,Saturday,1,stormy,12.9,none,167,12,11.08,804.24,132.19
2024-12-28,Salad,salads,22.29,17.75,4.91,Saturday,1,stormy,12.9,none,167,12,11.39,253.98,55.98
2024-12-28,Ice Cream,desserts,34.7,25.73,8.27,Saturday,1,stormy,12.9,none,167,12,4.52,156.77,37.35
2024-12-28,Onion Rings,sides,51.51,39.93,11.18,Saturday,1,stormy,12.9,none,167,12,14.45,744.46,161.55
2024-12-28,Tomato Soup,soups,20.11,17.1,2.82,Saturday,1,stormy,12.9,none,167,12,9.76,196.26,27.57
2024-12-29,Grilled Chicken,mains,134.4,107.46,27.84,Sunday,1,sunny,17.2,none,359,12,8.48,1139.66,236.06
2024-12-29,Paneer,mains,121.51,90.93,30.54,Sunday,1,sunny,17.2,none,359,12,4.26,517.93,130.16
2024-12-29,Pasta ,mains,172.58,126.1,46.61,Sunday,1,sunny,17.2,none,359,12,8.41,1451.63,392.05
2024-12-29,Margherita Pizza,mains,125.75,88.74,35.48,Sunday,1,sunny,17.2,none,359,12,7.22,907.37,256.0
2024-12-29,Chocolate Cake,desserts,53.86,44.86,9.55,Sunday,1,sunny,17.2,none,359,12,10.01,539.09,95.55
2024-12-29,Cake,desserts,50.46,34.92,14.73,Sunday,1,sunny,17.2,none,359,12,4.24,214.09,62.5
2024-12-29,French Fries,sides,80.61,58.06,22.77,Sunday,1,sunny,17.2,none,359,12,4.22,340.46,96.18
2024-12-29,Garlic Bread,sides,86.96,60.38,28.31,Sunday,1,sunny,17.2,none,359,12,12.55,1091.78,355.41
2024-12-29,Corn Soup,soups,42.92,28.48,15.85,Sunday,1,sunny,17.2,none,359,12,5.34,229.33,84.72
2024-12-29,Burger,mains,169.8,116.09,49.74,Sunday,1,sunny,17.2,none,359,12,7.22,1226.32,359.24
2024-12-29,Fish,mains,137.29,100.63,39.24,Sunday,1,sunny,17.2,none,359,12,8.28,1136.77,324.86
2024-12-29,Salad,salads,45.27,36.37,8.31,Sunday,1,sunny,17.2,none,359,12,11.16,505.08,92.77
2024-12-29,Ice Cream,desserts,84.3,55.18,31.39,Sunday,1,sunny,17.2,none,359,12,5.25,442.8,164.9
2024-12-29,Onion Rings,sides,77.57,60.42,18.1,Sunday,1,sunny,17.2,none,359,12,5.04,390.92,91.2
2024-12-29,Tomato Soup,soups,31.11,26.39,5.01,Sunday,1,sunny,17.2,none,359,12,13.23,411.5,66.29
2024-12-30,Grilled Chicken,mains,89.28,74.91,13.04,Monday,0,sunny,15.3,none,175,12,9.74,869.68,127.01
2024-12-30,Paneer,mains,55.49,45.89,9.84,Monday,0,sunny,15.3,none,175,12,10.83,601.06,106.59
2024-12-30,Pasta ,mains,67.6,55.2,12.92,Monday,0,sunny,15.3,none,175,12,8.02,542.06,103.62
2024-12-30,Margherita Pizza,mains,67.03,55.55,12.28,Monday,0,sunny,15.3,none,175,12,12.9,864.82,158.38
2024-12-30,Chocolate Cake,desserts,25.28,18.29,7.49,Monday,0,sunny,15.3,none,175,12,10.92,276.21,81.86
2024-12-30,Cake,desserts,30.96,20.45,10.11,Monday,0,sunny,15.3,none,175,12,7.34,227.25,74.18
2024-12-30,French Fries,sides,53.37,38.46,13.54,Monday,0,sunny,15.3,none,175,12,13.13,700.93,177.82
2024-12-30,Garlic Bread,sides,38.65,28.82,9.74,Monday,0,sunny,15.3,none,175,12,10.7,413.73,104.21
2024-12-30,Corn Soup,soups,19.75,13.0,6.1,Monday,0,sunny,15.3,none,175,12,13.32,263.03,81.21
2024-12-30,Burger,mains,54.6,39.58,15.41,Monday,0,sunny,15.3,none,175,12,12.99,709.06,200.06
2024-12-30,Fish,mains,67.61,49.83,17.69,Monday,0,sunny,15.3,none,175,12,12.79,864.93,226.3
2024-12-30,Salad,salads,25.97,22.12,3.64,Monday,0,sunny,15.3,none,175,12,5.51,143.17,20.05
2024-12-30,Ice Cream,desserts,27.31,20.26,7.62,Monday,0,sunny,15.3,none,175,12,5.76,157.19,43.88
2024-12-30,Onion Rings,sides,51.44,34.32,17.28,Monday,0,sunny,15.3,none,175,12,14.45,743.54,249.81
2024-12-30,Tomato Soup,soups,22.07,16.24,6.39,Monday,0,sunny,15.3,none,175,12,5.87,129.58,37.51
2024-12-31,Grilled Chicken,mains,54.18,35.89,19.91,Tuesday,0,stormy,17.1,none,136,12,9.98,540.8,198.73
2024-12-31,Paneer,mains,46.9,37.42,9.0,Tuesday,0,stormy,17.1,none,136,12,8.52,399.44,76.66
2024-12-31,Pasta ,mains,38.21,28.81,9.44,Tuesday,0,stormy,17.1,none,136,12,12.59,481.1,118.81
2024-12-31,Margherita Pizza,mains,51.4,39.87,10.95,Tuesday,0,stormy,17.1,none,136,12,3.84,197.28,42.02
2024-12-31,Chocolate Cake,desserts,28.63,19.32,10.2,Tuesday,0,stormy,17.1,none,136,12,9.07,259.67,92.56
2024-12-31,Cake,desserts,29.19,22.37,6.26,Tuesday,0,stormy,17.1,none,136,12,11.76,343.29,73.66
2024-12-31,French Fries,sides,38.95,26.12,12.75,Tuesday,0,stormy,17.1,none,136,12,14.26,555.54,181.88
2024-12-31,Garlic Bread,sides,27.2,19.99,6.67,Tuesday,0,stormy,17.1,none,136,12,10.25,278.86,68.33
2024-12-31,Corn Soup,soups,17.3,16.34,0.92,Tuesday,0,stormy,17.1,none,136,12,8.44,146.0,7.72
2024-12-31,Burger,mains,68.26,52.44,15.33,Tuesday,0,stormy,17.1,none,136,12,3.16,215.5,48.39
2024-12-31,Fish,mains,64.19,44.98,17.3,Tuesday,0,stormy,17.1,none,136,12,10.29,660.82,178.09
2024-12-31,Salad,salads,24.98,17.9,7.49,Tuesday,0,stormy,17.1,none,136,12,5.93,148.11,44.39
2024-12-31,Ice Cream,desserts,24.87,17.66,6.52,Tuesday,0,stormy,17.1,none,136,12,8.03,199.7,52.38
2024-12-31,Onion Rings,sides,27.63,22.3,5.02,Tuesday,0,stormy,17.1,none,136,12,10.57,292.17,53.13
2024-12-31,Tomato Soup,soups,15.97,14.12,1.92,Tuesday,0,stormy,17.1,none,136,12,9.91,158.3,19.02
2025-01-01,Grilled Chicken,mains,36.76,25.2,12.18,Wednesday,0,rainy,20.9,none,74,1,6.12,224.96,74.55
2025-01-01,Paneer,mains,21.48,16.32,5.42,Wednesday,0,rainy,20.9,none,74,1,7.67,164.8,41.54
2025-01-01,Pasta ,mains,28.76,21.32,7.86,Wednesday,0,rainy,20.9,none,74,1,4.09,117.67,32.16
2025-01-01,Margherita Pizza,mains,21.03,13.94,7.24,Wednesday,0,rainy,20.9,none,74,1,6.37,134.02,46.14
2025-01-01,Chocolate Cake,desserts,13.22,9.92,3.02,Wednesday,0,rainy,20.9,none,74,1,6.3,83.27,19.05
2025-01-01,Cake,desserts,11.9,8.75,3.2,Wednesday,0,rainy,20.9,none,74,1,10.17,121.09,32.55
2025-01-01,French Fries,sides,23.43,19.7,3.61,Wednesday,0,rainy,20.9,none,74,1,7.17,168.08,25.92
2025-01-01,Garlic Bread,sides,22.52,16.43,6.06,Wednesday,0,rainy,20.9,none,74,1,4.01,90.25,24.31
2025-01-01,Corn Soup,soups,6.63,5.44,1.21,Wednesday,0,rainy,20.9,none,74,1,13.11,86.89,15.83
2025-01-01,Burger,mains,28.93,21.07,8.49,Wednesday,0,rainy,20.9,none,74,1,7.88,228.02,66.94
2025-01-01,Fish,mains,34.93,24.18,11.66,Wednesday,0,rainy,20.9,none,74,1,7.49,261.72,87.34
2025-01-01,Salad,salads,8.47,6.99,1.61,Wednesday,0,rainy,20.9,none,74,1,5.98,50.67,9.64
2025-01-01,Ice Cream,desserts,12.56,8.28,4.6,Wednesday,0,rainy,20.9,none,74,1,9.55,119.96,43.91
2025-01-01,Onion Rings,sides,17.09,12.84,4.17,Wednesday,0,rainy,20.9,none,74,1,9.1,155.46,37.96
2025-01-01,Tomato Soup,soups,5.76,3.83,2.02,Wednesday,0,rainy,20.9,none,74,1,12.73,73.33,25.75
2025-01-02,Grilled Chicken,mains,19.81,14.87,4.72,Thursday,0,stormy,10.1,none,54,1,7.57,149.92,35.71
2025-01-02,Paneer,mains,19.52,13.47,6.45,Thursday,0,stormy,10.1,none,54,1,11.53,225.07,74.37
2025-01-02,Pasta ,mains,18.03,14.66,3.46,Thursday,0,stormy,10.1,none,54,1,13.38,241.17,46.35
2025-01-02,Margherita Pizza,mains,18.69,13.77,5.41,Thursday,0,stormy,10.1,none,54,1,10.61,198.27,57.38
2025-01-02,Chocolate Cake,desserts,7.65,6.15,1.37,Thursday,0,stormy,10.1,none,54,1,5.39,41.23,7.41
2025-01-02,Cake,desserts,11.8,8.55,3.28,Thursday,0,stormy,10.1,none,54,1,9.85,116.23,32.33
2025-01-02,French Fries,sides,10.93,8.6,2.33,Thursday,0,stormy,10.1,none,54,1,7.67,83.82,17.86
2025-01-02,Garlic Bread,sides,17.53,14.34,3.47,Thursday,0,stormy,10.1,none,54,1,10.98,192.44,38.1
2025-01-02,Corn Soup,soups,5.26,4.6,0.66,Thursday,0,stormy,10.1,none,54,1,13.97,73.47,9.15
2025-01-02,Burger,mains,15.9,10.45,5.51,Thursday,0,stormy,10.1,none,54,1,9.69,154.19,53.39
2025-01-02,Fish,mains,20.62,17.46,3.25,Thursday,0,stormy,10.1,none,54,1,8.78,181.12,28.54
2025-01-02,Salad,salads,8.89,6.17,2.65,Thursday,0,stormy,10.1,none,54,1,14.88,132.28,39.48
